"year"	"exp"	"block"	"fence"	"plot"	"treatment"	"subsidence"	"ALT"	"ALT.corrected"	"geometry"
2015	"CiPEHR"	"b"	3	"7"	"Air + Soil Warming"	-0.24462890625	-89.75	-114.212890625	c(537999.18546028, 1101118.87000626)
2015	"CiPEHR"	"b"	3	"8"	"Soil Warming"	-0.2178955078125	-97.25	-119.03955078125	c(537996.682438232, 1101118.08261855)
2015	"CiPEHR"	"b"	4	"1"	"Air Warming"	-0.18878173828125	-67	-85.878173828125	c(538013.765519635, 1101118.29601026)
2015	"CiPEHR"	"b"	4	"2"	"Control"	-0.0689697265625	-56.25	-63.14697265625	c(538010.139106492, 1101115.89741201)
2015	"CiPEHR"	"b"	4	"3"	"Air Warming"	-0.0670166015625	-56	-62.70166015625	c(538011.381537863, 1101114.14523723)
2015	"CiPEHR"	"b"	4	"4"	"Control"	-0.14892578125	-59	-73.892578125	c(538014.718015708, 1101116.26857993)
2015	"CiPEHR"	"b"	4	"5"	"Air + Soil Warming"	-0.49090576171875	-86.5	-135.590576171875	c(538007.465860463, 1101125.65395105)
2015	"CiPEHR"	"b"	4	"6"	"Soil Warming"	-0.50518798828125	-83.25	-133.768798828125	c(538009.587437515, 1101127.56577935)
2015	"CiPEHR"	"b"	4	"7"	"Air + Soil Warming"	-0.60028076171875	-85	-145.028076171875	c(538007.857585791, 1101129.37453058)
2015	"CiPEHR"	"b"	4	"8"	"Soil Warming"	-0.42120361328125	-90.5	-132.620361328125	c(538006.242787725, 1101128.22987825)
2015	"CiPEHR"	"c"	5	"1"	"Air Warming"	-0.0804443359375	-71.25	-79.29443359375	c(538123.833788578, 1101029.12017965)
2015	"CiPEHR"	"c"	5	"2"	"Control"	-0.11456298828125	-59	-70.456298828125	c(538121.243627226, 1101027.11613051)
2015	"CiPEHR"	"c"	5	"3"	"Air Warming"	-0.1068115234375	-61.25	-71.93115234375	c(538123.12392811, 1101025.50355211)
2015	"CiPEHR"	"c"	5	"4"	"Control"	-0.15301513671875	-59.75	-75.051513671875	c(538125.030967066, 1101027.84379265)
2015	"CiPEHR"	"c"	5	"5"	"Air + Soil Warming"	-0.4622802734375	-77.75	-123.97802734375	c(538117.307977279, 1101039.86426493)
2015	"CiPEHR"	"c"	5	"6"	"Soil Warming"	-0.46466064453125	-108.25	-154.716064453125	c(538119.083499313, 1101041.25538645)
2015	"CiPEHR"	"c"	5	"7"	"Air + Soil Warming"	-0.38702392578125	-71.25	-109.952392578125	c(538117.914903209, 1101043.33206615)
2015	"CiPEHR"	"c"	5	"8"	"Soil Warming"	-0.3045654296875	-67.5	-97.95654296875	c(538116.050667494, 1101042.33191631)
2015	"CiPEHR"	"c"	6	"1"	"Air Warming"	-0.180908203125	-64.5	-82.5908203125	c(538135.096724586, 1101036.74136463)
2015	"CiPEHR"	"c"	6	"2"	"Control"	-0.19708251953125	-60.5	-80.208251953125	c(538131.96726414, 1101034.64109664)
2015	"CiPEHR"	"c"	6	"3"	"Air Warming"	-0.1588134765625	-62	-77.88134765625	c(538133.53420904, 1101033.12225322)
2015	"CiPEHR"	"c"	6	"4"	"Control"	-0.14361572265625	-62.5	-76.861572265625	c(538136.223924323, 1101035.13959845)
2015	"CiPEHR"	"c"	6	"5"	"Air + Soil Warming"	-0.323974609375	-82.25	-114.6474609375	c(538127.657255438, 1101046.69304944)
2015	"CiPEHR"	"c"	6	"6"	"Soil Warming"	-0.31744384765625	-90.75	-122.494384765625	c(538130.022999495, 1101048.47681978)
2015	"CiPEHR"	"c"	6	"7"	"Air + Soil Warming"	-0.42578125	-76.5	-119.078125	c(538128.884934097, 1101050.26204674)
2015	"CiPEHR"	"c"	6	"8"	"Soil Warming"	-0.31854248046875	-80.25	-112.104248046875	c(538125.579799737, 1101049.24051726)
2015	"DryPEHR"	"a"	1	"a"	"Control"	-0.02337646484375	-69.75	-72.087646484375	c(537941.929348974, 1100973.86823061)
2015	"DryPEHR"	"a"	1	"b"	"Drying"	-0.0626220703125	-67.25	-73.51220703125	c(537943.757754855, 1100968.02610383)
2015	"DryPEHR"	"a"	1	"c"	"Warming"	-0.17486572265625	-87	-104.486572265625	c(537936.554286654, 1100989.71518861)
2015	"DryPEHR"	"a"	1	"d"	"Drying + Warming"	-0.09930419921875	-63	-72.930419921875	c(537934.3180458, 1100988.89906236)
2015	"DryPEHR"	"a"	2	"a"	"Control"	-0.04058837890625	-59.75	-63.808837890625	c(537950.650111753, 1100980.40484843)
2015	"DryPEHR"	"a"	2	"b"	"Drying"	-0.09698486328125	-74	-83.698486328125	c(537956.454087259, 1100976.63359426)
2015	"DryPEHR"	"a"	2	"c"	"Warming"	-0.26239013671875	-114	-140.239013671875	c(537948.556510529, 1100996.42852332)
2015	"DryPEHR"	"a"	2	"d"	"Drying + Warming"	-0.15203857421875	-82	-97.203857421875	c(537946.583446615, 1100996.06893499)
2015	"DryPEHR"	"b"	3	"a"	"Control"	-0.0672607421875	-66	-72.72607421875	c(538003.050355101, 1101103.56471526)
2015	"DryPEHR"	"b"	3	"b"	"Drying"	-0.17083740234375	-69	-86.083740234375	c(537998.720505789, 1101105.86126043)
2015	"DryPEHR"	"b"	3	"c"	"Warming"	-0.16033935546875	-70.75	-86.783935546875	c(537996.481457292, 1101120.18205852)
2015	"DryPEHR"	"b"	3	"d"	"Drying + Warming"	-0.19122314453125	-89.75	-108.872314453125	c(537998.661221956, 1101121.24348623)
2015	"DryPEHR"	"b"	4	"a"	"Control"	-0.10235595703125	-56.25	-66.485595703125	c(538010.139106492, 1101115.89741201)
2015	"DryPEHR"	"b"	4	"b"	"Drying"	-0.13519287109375	-65	-78.519287109375	c(538015.157986813, 1101112.18877723)
2015	"DryPEHR"	"b"	4	"c"	"Warming"	-0.333251953125	-88.75	-122.0751953125	c(538005.050264227, 1101129.55879632)
2015	"DryPEHR"	"b"	4	"d"	"Drying + Warming"	-0.35345458984375	-86.25	-121.595458984375	c(538007.697015119, 1101131.65693197)
2015	"DryPEHR"	"c"	5	"a"	"Control"	-0.0963134765625	-59	-68.63134765625	c(538121.243627226, 1101027.11613051)
2015	"DryPEHR"	"c"	5	"b"	"Drying"	-0.1427001953125	-61.5	-75.77001953125	c(538128.004359379, 1101025.021897)
2015	"DryPEHR"	"c"	5	"c"	"Warming"	-0.1285400390625	-55.5	-68.35400390625	c(538115.314418499, 1101045.41962533)
2015	"DryPEHR"	"c"	5	"d"	"Drying + Warming"	-0.16259765625	-70.25	-86.509765625	c(538118.182661611, 1101047.18678046)
2015	"DryPEHR"	"c"	6	"a"	"Control"	-0.1171875	-60.5	-72.21875	c(538131.96726414, 1101034.64109664)
2015	"DryPEHR"	"c"	6	"b"	"Drying"	-0.06378173828125	-66	-72.378173828125	c(538136.508622195, 1101031.74292909)
2015	"DryPEHR"	"c"	6	"c"	"Warming"	-0.15777587890625	-62	-77.777587890625	c(538124.854156399, 1101051.21633866)
2015	"DryPEHR"	"c"	6	"d"	"Drying + Warming"	-0.3243408203125	-95.25	-127.68408203125	c(538126.839083497, 1101052.65010256)
2016	"CiPEHR"	"a"	1	"1"	"Air Warming"	-0.06207275390625	-68.5	-74.707275390625	c(537945.061181286, 1100974.61034372)
2016	"CiPEHR"	"a"	1	"2"	"Control"	-0.01800537109375	-63.25	-65.050537109375	c(537941.929348974, 1100973.86823061)
2016	"CiPEHR"	"a"	1	"3"	"Air Warming"	-0.01947021484375	-76	-77.947021484375	c(537943.972994247, 1100971.12857398)
2016	"CiPEHR"	"a"	1	"4"	"Control"	0.00323486328125	-70.25	-69.926513671875	c(537946.01920041, 1100973.05621906)
2016	"CiPEHR"	"a"	1	"5"	"Air + Soil Warming"	-0.432861328125	-126.75	-170.0361328125	c(537937.519279393, 1100984.41905301)
2016	"CiPEHR"	"a"	1	"6"	"Soil Warming"	-0.3643798828125	-79.75	-116.18798828125	c(537940.038294997, 1100986.68937608)
2016	"CiPEHR"	"a"	1	"7"	"Air + Soil Warming"	-0.3446044921875	-108.25	-142.71044921875	c(537939.777848489, 1100988.59489566)
2016	"CiPEHR"	"a"	1	"8"	"Soil Warming"	-0.32269287109375	-106.5	-138.769287109375	c(537934.397313723, 1100985.82019829)
2016	"CiPEHR"	"a"	2	"1"	"Air Warming"	0.0670166015625	-64.5	-57.79833984375	c(537955.754577999, 1100981.00632174)
2016	"CiPEHR"	"a"	2	"2"	"Control"	-0.00225830078125	-63	-63.225830078125	c(537950.650111753, 1100980.40484843)
2016	"CiPEHR"	"a"	2	"3"	"Air Warming"	-0.018798828125	-65.5	-67.3798828125	c(537952.547265501, 1100977.13753647)
2016	"CiPEHR"	"a"	2	"4"	"Control"	0.0023193359375	-65	-64.76806640625	c(537954.089235183, 1100978.60908617)
2016	"CiPEHR"	"a"	2	"5"	"Air + Soil Warming"	-0.2520751953125	-92.25	-117.45751953125	c(537948.749497949, 1100991.02155357)
2016	"CiPEHR"	"a"	2	"6"	"Soil Warming"	-0.29443359375	-106	-135.443359375	c(537951.036506826, 1100992.99910862)
2016	"CiPEHR"	"a"	2	"7"	"Air + Soil Warming"	-0.41961669921875	-97.75	-139.711669921875	c(537950.525723053, 1100994.79675347)
2016	"CiPEHR"	"a"	2	"8"	"Soil Warming"	-0.37127685546875	-100.5	-137.627685546875	c(537946.957231526, 1100993.20512038)
2016	"CiPEHR"	"b"	3	"1"	"Air Warming"	-0.2154541015625	-71.5	-93.04541015625	c(538005.299268935, 1101105.21851765)
2016	"CiPEHR"	"b"	3	"2"	"Control"	-0.093994140625	-63.75	-73.1494140625	c(538003.050355101, 1101103.56471526)
2016	"CiPEHR"	"b"	3	"3"	"Air Warming"	-0.00775146484375	-68.5	-69.275146484375	c(538004.461150603, 1101101.89084927)
2016	"CiPEHR"	"b"	3	"4"	"Control"	-0.09283447265625	-71	-80.283447265625	c(538006.442928634, 1101103.70735623)
2016	"CiPEHR"	"b"	3	"5"	"Air + Soil Warming"	-0.42755126953125	-108.75	-151.505126953125	c(537998.353493803, 1101115.58373368)
2016	"CiPEHR"	"b"	3	"6"	"Soil Warming"	-0.3372802734375	-106.5	-140.22802734375	c(538000.689857765, 1101117.20427668)
2016	"CiPEHR"	"b"	3	"7"	"Air + Soil Warming"	-0.3372802734375	-105	-138.72802734375	c(537999.18546028, 1101118.87000626)
2016	"CiPEHR"	"b"	3	"8"	"Soil Warming"	-0.28448486328125	-110	-138.448486328125	c(537996.682438232, 1101118.08261855)
2016	"CiPEHR"	"b"	4	"1"	"Air Warming"	-0.1431884765625	-62.75	-77.06884765625	c(538013.765519635, 1101118.29601026)
2016	"CiPEHR"	"b"	4	"2"	"Control"	-0.0482177734375	-66.5	-71.32177734375	c(538010.139106492, 1101115.89741201)
2016	"CiPEHR"	"b"	4	"3"	"Air Warming"	-0.07757568359375	-59.25	-67.007568359375	c(538011.381537863, 1101114.14523723)
2016	"CiPEHR"	"b"	4	"4"	"Control"	-0.08135986328125	-60.75	-68.885986328125	c(538014.718015708, 1101116.26857993)
2016	"CiPEHR"	"b"	4	"5"	"Air + Soil Warming"	-0.54486083984375	-98	-152.486083984375	c(538007.465860463, 1101125.65395105)
2016	"CiPEHR"	"b"	4	"6"	"Soil Warming"	-0.6182861328125	-104.75	-166.57861328125	c(538009.587437515, 1101127.56577935)
2016	"CiPEHR"	"b"	4	"7"	"Air + Soil Warming"	-0.74114990234375	-122.25	-196.364990234375	c(538007.857585791, 1101129.37453058)
2016	"CiPEHR"	"b"	4	"8"	"Soil Warming"	-0.49884033203125	-113.5	-163.384033203125	c(538006.242787725, 1101128.22987825)
2016	"CiPEHR"	"c"	5	"1"	"Air Warming"	-0.1904296875	-70.25	-89.29296875	c(538123.833788578, 1101029.12017965)
2016	"CiPEHR"	"c"	5	"2"	"Control"	-0.1287841796875	-59.25	-72.12841796875	c(538121.243627226, 1101027.11613051)
2016	"CiPEHR"	"c"	5	"3"	"Air Warming"	-0.12060546875	-69.5	-81.560546875	c(538123.12392811, 1101025.50355211)
2016	"CiPEHR"	"c"	5	"4"	"Control"	-0.1490478515625	-66.75	-81.65478515625	c(538125.030967066, 1101027.84379265)
2016	"CiPEHR"	"c"	5	"5"	"Air + Soil Warming"	-0.57061767578125	-104.25	-161.311767578125	c(538117.307977279, 1101039.86426493)
2016	"CiPEHR"	"c"	5	"6"	"Soil Warming"	-0.5814208984375	-98.5	-156.64208984375	c(538119.083499313, 1101041.25538645)
2016	"CiPEHR"	"c"	5	"7"	"Air + Soil Warming"	-0.49530029296875	-94.5	-144.030029296875	c(538117.914903209, 1101043.33206615)
2016	"CiPEHR"	"c"	5	"8"	"Soil Warming"	-0.34942626953125	-98	-132.942626953125	c(538116.050667494, 1101042.33191631)
2016	"CiPEHR"	"c"	6	"1"	"Air Warming"	-0.21832275390625	-64.5	-86.332275390625	c(538135.096724586, 1101036.74136463)
2016	"CiPEHR"	"c"	6	"2"	"Control"	-0.21051025390625	-70	-91.051025390625	c(538131.96726414, 1101034.64109664)
2016	"CiPEHR"	"c"	6	"3"	"Air Warming"	-0.16546630859375	-69	-85.546630859375	c(538133.53420904, 1101033.12225322)
2016	"CiPEHR"	"c"	6	"4"	"Control"	-0.17535400390625	-66	-83.535400390625	c(538136.223924323, 1101035.13959845)
2016	"CiPEHR"	"c"	6	"5"	"Air + Soil Warming"	-0.48211669921875	-123.75	-171.961669921875	c(538127.657255438, 1101046.69304944)
2016	"CiPEHR"	"c"	6	"6"	"Soil Warming"	-0.50634765625	-101.75	-152.384765625	c(538130.022999495, 1101048.47681978)
2016	"CiPEHR"	"c"	6	"7"	"Air + Soil Warming"	-0.5294189453125	-88	-140.94189453125	c(538128.884934097, 1101050.26204674)
2016	"CiPEHR"	"c"	6	"8"	"Soil Warming"	-0.49957275390625	-93.75	-143.707275390625	c(538125.579799737, 1101049.24051726)
2016	"DryPEHR"	"a"	1	"a"	"Control"	-0.0382080078125	-63.25	-67.07080078125	c(537941.929348974, 1100973.86823061)
2016	"DryPEHR"	"a"	1	"b"	"Drying"	-0.08477783203125	-67.5	-75.977783203125	c(537943.757754855, 1100968.02610383)
2016	"DryPEHR"	"a"	1	"b"	"Drying"	-0.08477783203125	-67.5	-75.977783203125	c(537943.757754855, 1100968.02610383)
2016	"DryPEHR"	"a"	1	"c"	"Warming"	-0.1988525390625	-87.25	-107.13525390625	c(537936.554286654, 1100989.71518861)
2016	"DryPEHR"	"a"	1	"c"	"Warming"	-0.1988525390625	-87.25	-107.13525390625	c(537936.554286654, 1100989.71518861)
2016	"DryPEHR"	"a"	1	"d"	"Drying + Warming"	-0.130615234375	-71.5	-84.5615234375	c(537934.3180458, 1100988.89906236)
2016	"DryPEHR"	"a"	1	"d"	"Drying + Warming"	-0.130615234375	-71.5	-84.5615234375	c(537934.3180458, 1100988.89906236)
2016	"DryPEHR"	"a"	2	"a"	"Control"	-0.07843017578125	-63	-70.843017578125	c(537950.650111753, 1100980.40484843)
2016	"DryPEHR"	"a"	2	"b"	"Drying"	-0.096923828125	-86	-95.6923828125	c(537956.454087259, 1100976.63359426)
2016	"DryPEHR"	"a"	2	"b"	"Drying"	-0.096923828125	-86	-95.6923828125	c(537956.454087259, 1100976.63359426)
2016	"DryPEHR"	"a"	2	"c"	"Warming"	-0.3179931640625	-99.75	-131.54931640625	c(537948.556510529, 1100996.42852332)
2016	"DryPEHR"	"a"	2	"c"	"Warming"	-0.3179931640625	-99.75	-131.54931640625	c(537948.556510529, 1100996.42852332)
2016	"DryPEHR"	"a"	2	"d"	"Drying + Warming"	-0.18353271484375	-129.5	-147.853271484375	c(537946.583446615, 1100996.06893499)
2016	"DryPEHR"	"a"	2	"d"	"Drying + Warming"	-0.18353271484375	-129.5	-147.853271484375	c(537946.583446615, 1100996.06893499)
2016	"DryPEHR"	"b"	3	"a"	"Control"	-0.15191650390625	-63.75	-78.941650390625	c(538003.050355101, 1101103.56471526)
2016	"DryPEHR"	"b"	3	"b"	"Drying"	-0.22027587890625	-74	-96.027587890625	c(537998.720505789, 1101105.86126043)
2016	"DryPEHR"	"b"	3	"b"	"Drying"	-0.22027587890625	-74	-96.027587890625	c(537998.720505789, 1101105.86126043)
2016	"DryPEHR"	"b"	3	"c"	"Warming"	-0.20147705078125	-92.5	-112.647705078125	c(537996.481457292, 1101120.18205852)
2016	"DryPEHR"	"b"	3	"c"	"Warming"	-0.20147705078125	-92.5	-112.647705078125	c(537996.481457292, 1101120.18205852)
2016	"DryPEHR"	"b"	3	"d"	"Drying + Warming"	-0.28515625	-103	-131.515625	c(537998.661221956, 1101121.24348623)
2016	"DryPEHR"	"b"	3	"d"	"Drying + Warming"	-0.28515625	-103	-131.515625	c(537998.661221956, 1101121.24348623)
2016	"DryPEHR"	"b"	4	"a"	"Control"	-0.08160400390625	-66.5	-74.660400390625	c(538010.139106492, 1101115.89741201)
2016	"DryPEHR"	"b"	4	"b"	"Drying"	-0.22576904296875	-99.5	-122.076904296875	c(538015.157986813, 1101112.18877723)
2016	"DryPEHR"	"b"	4	"b"	"Drying"	-0.22576904296875	-99.5	-122.076904296875	c(538015.157986813, 1101112.18877723)
2016	"DryPEHR"	"b"	4	"c"	"Warming"	-0.4102783203125	-76.25	-117.27783203125	c(538005.050264227, 1101129.55879632)
2016	"DryPEHR"	"b"	4	"c"	"Warming"	-0.4102783203125	-76.25	-117.27783203125	c(538005.050264227, 1101129.55879632)
2016	"DryPEHR"	"b"	4	"d"	"Drying + Warming"	-0.46282958984375	-128.25	-174.532958984375	c(538007.697015119, 1101131.65693197)
2016	"DryPEHR"	"b"	4	"d"	"Drying + Warming"	-0.46282958984375	-128.25	-174.532958984375	c(538007.697015119, 1101131.65693197)
2016	"DryPEHR"	"c"	5	"a"	"Control"	-0.11053466796875	-59.25	-70.303466796875	c(538121.243627226, 1101027.11613051)
2016	"DryPEHR"	"c"	5	"b"	"Drying"	-0.22802734375	-65.5	-88.302734375	c(538128.004359379, 1101025.021897)
2016	"DryPEHR"	"c"	5	"b"	"Drying"	-0.22802734375	-65.5	-88.302734375	c(538128.004359379, 1101025.021897)
2016	"DryPEHR"	"c"	5	"c"	"Warming"	-0.1407470703125	-65.5	-79.57470703125	c(538115.314418499, 1101045.41962533)
2016	"DryPEHR"	"c"	5	"c"	"Warming"	-0.1407470703125	-65.5	-79.57470703125	c(538115.314418499, 1101045.41962533)
2016	"DryPEHR"	"c"	5	"d"	"Drying + Warming"	-0.21759033203125	-81.25	-103.009033203125	c(538118.182661611, 1101047.18678046)
2016	"DryPEHR"	"c"	5	"d"	"Drying + Warming"	-0.21759033203125	-81.25	-103.009033203125	c(538118.182661611, 1101047.18678046)
2016	"DryPEHR"	"c"	6	"a"	"Control"	-0.130615234375	-70	-83.0615234375	c(538131.96726414, 1101034.64109664)
2016	"DryPEHR"	"c"	6	"b"	"Drying"	-0.1251220703125	-80	-92.51220703125	c(538136.508622195, 1101031.74292909)
2016	"DryPEHR"	"c"	6	"b"	"Drying"	-0.1251220703125	-80	-92.51220703125	c(538136.508622195, 1101031.74292909)
2016	"DryPEHR"	"c"	6	"c"	"Warming"	-0.2408447265625	-72.25	-96.33447265625	c(538124.854156399, 1101051.21633866)
2016	"DryPEHR"	"c"	6	"c"	"Warming"	-0.2408447265625	-72.25	-96.33447265625	c(538124.854156399, 1101051.21633866)
2016	"DryPEHR"	"c"	6	"d"	"Drying + Warming"	-0.43182373046875	-101.5	-144.682373046875	c(538126.839083497, 1101052.65010256)
2016	"DryPEHR"	"c"	6	"d"	"Drying + Warming"	-0.43182373046875	-101.5	-144.682373046875	c(538126.839083497, 1101052.65010256)
2017	"CiPEHR"	"a"	1	"1"	"Air Warming"	-0.04254150390625	-69.5	-73.754150390625	c(537945.061181286, 1100974.61034372)
2017	"CiPEHR"	"a"	1	"2"	"Control"	-0.06439208984375	-63.75	-70.189208984375	c(537941.929348974, 1100973.86823061)
2017	"CiPEHR"	"a"	1	"3"	"Air Warming"	-0.01605224609375	-71.5	-73.105224609375	c(537943.972994247, 1100971.12857398)
2017	"CiPEHR"	"a"	1	"4"	"Control"	0.08416748046875	-70.75	-62.333251953125	c(537946.01920041, 1100973.05621906)
2017	"CiPEHR"	"a"	1	"5"	"Air + Soil Warming"	-0.394287109375	-117.75	-157.1787109375	c(537937.519279393, 1100984.41905301)
2017	"CiPEHR"	"a"	1	"6"	"Soil Warming"	-0.3228759765625	-93.5	-125.78759765625	c(537940.038294997, 1100986.68937608)
2017	"CiPEHR"	"a"	1	"7"	"Air + Soil Warming"	-0.333740234375	-98.25	-131.6240234375	c(537939.777848489, 1100988.59489566)
2017	"CiPEHR"	"a"	1	"8"	"Soil Warming"	-0.32159423828125	-87.5	-119.659423828125	c(537934.397313723, 1100985.82019829)
2017	"CiPEHR"	"a"	2	"1"	"Air Warming"	0.062744140625	-59.5	-53.2255859375	c(537955.754577999, 1100981.00632174)
2017	"CiPEHR"	"a"	2	"2"	"Control"	-0.1058349609375	-64.25	-74.83349609375	c(537950.650111753, 1100980.40484843)
2017	"CiPEHR"	"a"	2	"3"	"Air Warming"	-0.07550048828125	-67.25	-74.800048828125	c(537952.547265501, 1100977.13753647)
2017	"CiPEHR"	"a"	2	"4"	"Control"	-0.05218505859375	-66	-71.218505859375	c(537954.089235183, 1100978.60908617)
2017	"CiPEHR"	"a"	2	"5"	"Air + Soil Warming"	-0.25299072265625	-112.5	-137.799072265625	c(537948.749497949, 1100991.02155357)
2017	"CiPEHR"	"a"	2	"6"	"Soil Warming"	-0.31439208984375	-111.25	-142.689208984375	c(537951.036506826, 1100992.99910862)
2017	"CiPEHR"	"a"	2	"7"	"Air + Soil Warming"	-0.39434814453125	-117.5	-156.934814453125	c(537950.525723053, 1100994.79675347)
2017	"CiPEHR"	"a"	2	"8"	"Soil Warming"	-0.3072509765625	-126	-156.72509765625	c(537946.957231526, 1100993.20512038)
2017	"CiPEHR"	"b"	3	"1"	"Air Warming"	-0.28192138671875	-70.25	-98.442138671875	c(538005.299268935, 1101105.21851765)
2017	"CiPEHR"	"b"	3	"2"	"Control"	-0.0037841796875	-61.5	-61.87841796875	c(538003.050355101, 1101103.56471526)
2017	"CiPEHR"	"b"	3	"3"	"Air Warming"	0.0384521484375	-63.25	-59.40478515625	c(538004.461150603, 1101101.89084927)
2017	"CiPEHR"	"b"	3	"4"	"Control"	0.002197265625	-68.25	-68.0302734375	c(538006.442928634, 1101103.70735623)
2017	"CiPEHR"	"b"	3	"5"	"Air + Soil Warming"	-0.37823486328125	-121.5	-159.323486328125	c(537998.353493803, 1101115.58373368)
2017	"CiPEHR"	"b"	3	"6"	"Soil Warming"	-0.34033203125	-100.75	-134.783203125	c(538000.689857765, 1101117.20427668)
2017	"CiPEHR"	"b"	3	"7"	"Air + Soil Warming"	-0.34033203125	-109.5	-143.533203125	c(537999.18546028, 1101118.87000626)
2017	"CiPEHR"	"b"	3	"8"	"Soil Warming"	-0.21185302734375	-109	-130.185302734375	c(537996.682438232, 1101118.08261855)
2017	"CiPEHR"	"b"	4	"1"	"Air Warming"	-0.1025390625	-60.75	-71.00390625	c(538013.765519635, 1101118.29601026)
2017	"CiPEHR"	"b"	4	"2"	"Control"	-0.01617431640625	-60	-61.617431640625	c(538010.139106492, 1101115.89741201)
2017	"CiPEHR"	"b"	4	"3"	"Air Warming"	-0.03936767578125	-60.25	-64.186767578125	c(538011.381537863, 1101114.14523723)
2017	"CiPEHR"	"b"	4	"4"	"Control"	-0.0411376953125	-63	-67.11376953125	c(538014.718015708, 1101116.26857993)
2017	"CiPEHR"	"b"	4	"5"	"Air + Soil Warming"	-0.60418701171875	-89	-149.418701171875	c(538007.465860463, 1101125.65395105)
2017	"CiPEHR"	"b"	4	"6"	"Soil Warming"	-0.66436767578125	-99.5	-165.936767578125	c(538009.587437515, 1101127.56577935)
2017	"CiPEHR"	"b"	4	"7"	"Air + Soil Warming"	-0.75390625	-117	-192.390625	c(538007.857585791, 1101129.37453058)
2017	"CiPEHR"	"b"	4	"8"	"Soil Warming"	-0.44158935546875	-116.75	-160.908935546875	c(538006.242787725, 1101128.22987825)
2017	"CiPEHR"	"c"	5	"1"	"Air Warming"	-0.17535400390625	-66	-83.535400390625	c(538123.833788578, 1101029.12017965)
2017	"CiPEHR"	"c"	5	"2"	"Control"	-0.1439208984375	-58	-72.39208984375	c(538121.243627226, 1101027.11613051)
2017	"CiPEHR"	"c"	5	"3"	"Air Warming"	-0.16461181640625	-65.75	-82.211181640625	c(538123.12392811, 1101025.50355211)
2017	"CiPEHR"	"c"	5	"4"	"Control"	-0.1390380859375	-62.75	-76.65380859375	c(538125.030967066, 1101027.84379265)
2017	"CiPEHR"	"c"	5	"5"	"Air + Soil Warming"	-0.5787353515625	-91.5	-149.37353515625	c(538117.307977279, 1101039.86426493)
2017	"CiPEHR"	"c"	5	"6"	"Soil Warming"	-0.54901123046875	-65	-119.901123046875	c(538119.083499313, 1101041.25538645)
2017	"CiPEHR"	"c"	5	"7"	"Air + Soil Warming"	-0.46435546875	-70.5	-116.935546875	c(538117.914903209, 1101043.33206615)
2017	"CiPEHR"	"c"	5	"8"	"Soil Warming"	-0.4654541015625	-117.25	-163.79541015625	c(538116.050667494, 1101042.33191631)
2017	"CiPEHR"	"c"	6	"1"	"Air Warming"	-0.23736572265625	-63.25	-86.986572265625	c(538135.096724586, 1101036.74136463)
2017	"CiPEHR"	"c"	6	"2"	"Control"	-0.21173095703125	-69	-90.173095703125	c(538131.96726414, 1101034.64109664)
2017	"CiPEHR"	"c"	6	"3"	"Air Warming"	-0.24609375	-64.5	-89.109375	c(538133.53420904, 1101033.12225322)
2017	"CiPEHR"	"c"	6	"4"	"Control"	-0.0797119140625	-62.5	-70.47119140625	c(538136.223924323, 1101035.13959845)
2017	"CiPEHR"	"c"	6	"5"	"Air + Soil Warming"	-0.46429443359375	-107.25	-153.679443359375	c(538127.657255438, 1101046.69304944)
2017	"CiPEHR"	"c"	6	"6"	"Soil Warming"	-0.432373046875	-91.25	-134.4873046875	c(538130.022999495, 1101048.47681978)
2017	"CiPEHR"	"c"	6	"7"	"Air + Soil Warming"	-0.520263671875	-84	-136.0263671875	c(538128.884934097, 1101050.26204674)
2017	"CiPEHR"	"c"	6	"8"	"Soil Warming"	-0.50885009765625	-97.25	-148.135009765625	c(538125.579799737, 1101049.24051726)
2017	"DryPEHR"	"a"	1	"a"	"Control"	-0.0845947265625	-63.75	-72.20947265625	c(537941.929348974, 1100973.86823061)
2017	"DryPEHR"	"a"	1	"b"	"Drying"	-0.1376953125	-63.5	-77.26953125	c(537943.757754855, 1100968.02610383)
2017	"DryPEHR"	"a"	1	"c"	"Warming"	-0.1871337890625	-85	-103.71337890625	c(537936.554286654, 1100989.71518861)
2017	"DryPEHR"	"a"	1	"d"	"Drying + Warming"	-0.1044921875	-71.75	-82.19921875	c(537934.3180458, 1100988.89906236)
2017	"DryPEHR"	"a"	2	"a"	"Control"	-0.1820068359375	-64.25	-82.45068359375	c(537950.650111753, 1100980.40484843)
2017	"DryPEHR"	"a"	2	"b"	"Drying"	-0.0242919921875	-74.5	-76.92919921875	c(537956.454087259, 1100976.63359426)
2017	"DryPEHR"	"a"	2	"c"	"Warming"	-0.30682373046875	-96.25	-126.932373046875	c(537948.556510529, 1100996.42852332)
2017	"DryPEHR"	"a"	2	"d"	"Drying + Warming"	-0.209228515625	-77.75	-98.6728515625	c(537946.583446615, 1100996.06893499)
2017	"DryPEHR"	"b"	3	"a"	"Control"	-0.06170654296875	-61.5	-67.670654296875	c(538003.050355101, 1101103.56471526)
2017	"DryPEHR"	"b"	3	"b"	"Drying"	-0.22686767578125	-71	-93.686767578125	c(537998.720505789, 1101105.86126043)
2017	"DryPEHR"	"b"	3	"c"	"Warming"	-0.1063232421875	-82.5	-93.13232421875	c(537996.481457292, 1101120.18205852)
